8799193	b'I am calling one jquery ajax request in my PHP code. This code fetch the data from database and export into the excel file. Once ajax request will success, i will get excel file popup download box. This feature is working fine in all browser.Now, problem is when that jquery request is taking more time (7-8 minutes), excel file is created on the server, but download box is not popup and after 30 minutes i am getting timeout error. what could be the problem, file is created on the server in 7 minutes but i am not getting any response from ajax request. I am also checked the timeout for ajax request it is set for 30 minutes. '
8799242	b"You're doing it wrong: you don't want to force a user to be stuck on a page for more than a few seconds at most in order to get service from your app. Instead, use a widget that will periodically query a status page (with ajax, of course) and display a message when the job is done.(What kind of excel file is taking 7 minutes to generate? A db dump?)Edit:Different browsers will behave differently with long ajax requests, so don't depend on them waiting around forever even if the user is willing to. Your app will be much more robust if you decouple requesting a report generation and downloading the report.This should give you an idea of what I'm talking about:create_my_excel_file.php:check_status.php:user_interface.php:"
8799484	b"Even if you manage to solve the timeout, making your clients wait 7 to 8 minutes without any progress feedback will be far from ideal. Better way would be to initiate the export on the server and return immediately. Once this returns you can give a progress message that says 'Export in progress..' or something. Then you can have an AJAX call that periodically checks the status of the export and returns the appropriate status message. Once exporting is done, you can change the progress feedback to 'Export complete: Download file' with Download file being a link to the excel file created on the server. you can also trigger a click on that link via code to automatically start the download.i.e.Assuming you have a DIV with class status which shows the export statusFirst AJAX call to initiate the export:Second AJAX call to poll export progress"
9087667	b'Given a spreadsheet with two columns, say A and B, each containing n values under it, all text; is there a formula that allows me to fill just one cell containing the amount of equal values in columns A and B?Example:Since columns A and B both contain an M in rows 1 and 4, and a L in row 3, the result is 3. (2+1 ^^)Thanks in advance - Spreadsheet rookie'
9087754	b'I\'m wondering if anyone knows a good way to remove duplicate Values in a LinkedHashMap? I have a LinkedHashMap with pairs of String and List&lt;String&gt;. I\'d like to remove duplicates across the ArrayList\'s. This is to improve some downstream processing.The only thing I can think of is keeping a log of the processed Values as I iterate over HashMap and then through the ArrayList and check to see if I\'ve encountered a Value previously. This approach seems like it would degrade in performance as the list grows. Is there a way to pre-process the HashMap to remove duplicates from the ArrayList values?To illustrate...if I haveString1>List1 (a, b, c)String2>List2 (c, d, e)I would want to remove "c" so there are no duplicates across the Lists within the HashMap.'
9087840	b"I'm assuming you need unique elements (contained in your Lists) and not unique Lists.If you need no association between the Map's key and elements in its associated List, just add all of the elements individually to a Set. If you add all of the Lists to a Set, it will contain the unique List objects, not unique elements of the Lists, so you have to add the elements individually.(you can, of course, use addAll to make this easier)"
9087851	b'Simple experiment has shown that JDK7 compiled HashMap&lt;Integer, Integer&gt; uses many threads when performing simple serial insert-find benchmark:Insert million numbers.Search for hundreds of millions numbers.How come? JDK7 automatically guesses how to parallelize this code??? I need to benchmark a single-threaded behavior, how could I do it?Code, about 2.5 cores are loaded:'
9087985	b'I have created objects that are interfaces to a web service. One typical object would be a "TaskService". When a client uses one of these objects, it invokes one of the service\'s methods (such as "GetTasks") and the service will asynchronously go off to call the remote web service, and post back the retrieved data via a delegate.Currently, to use one of these services you have to create it with [[TaskService alloc] init], but I decided it makes more sense to make each service into a singleton object.Is it common to see singleton objects that hold reference to delegates? My main issue with the design, is that each object, whenever it requires use of a particular service, will have to set itself as the delegate before invoking the service, which doesn\'t seem quite right to me... What if another object were to set itself as the delegate inbetween you setting yourself as the delegate and invoking the service?Many thanks in advance!Regards,Nick'
9087998	b"If you read the openjdk source code (it's open source) you'd find that HashMap does not create threads. What makes you think it does?"
9088011	b"How did you verify that the HashMap code is actually using multiple Java threads? From your description, it sounds like you are looking at the OS level (e.g. Task Manager for Windows). This can be deceptive. The JVM can use multiple threads, for things like garbage collection, etc. But that doesn't mean that the Java code you are running is using multiple threads.The easiest way to find out for sure is to look at the OpenJDK source :-)."
9088048	b'Given your clarification, you want something like this:Using a set will remove the duplicate values, and the KeyValue lets us preserve the original hash key while doing so. Add getters and setters or generics as needed. This will also modify the original map and the lists in it in place. I also think the performance for this should be O(n).'
9088055	b'One of possible solution will be to add the following formula in column C: =N(EXACT(A1,B1)),copy it throughout the column down to the last row and then sum up the column C values using =SUM(C1:C5).'
9088198	b"When the occasion warrants the use of a Singleton object, I always avoid delegation for the reason you cite. Consumers of a singleton can't know (without some ugly coding) if they're stepping on some other consumer's toes by setting themselves as the one-and-only delegate of the singleton. NSNotifications are a much cleaner tool for the job; any arbitrary number of listeners can consume the notifications without caring who else may be listening.Delegation works best when there is clear ownership between the classes. Nobody owns a singleton."
9088287	b"Solution: https://github.com/alexgibson/tap.jsI have a conflict between 'touchend' and 'touchmove' events on the iPad in mobile Safari. I have images sitting next to each other like a gallery and they have a 'touchend' event attached to flip when touchend. However, you can also slide from one image to the other (like on iPhone sliding home screen to the next screen).Now I can't figure out how to prevent the 'touchend' event from firing when I want to slide to the next image. Obviously, I don't want the image to flip if I slide, only if I tap.My solution so far:````I think this can be done much better."
9088296	b"Singleton isn't really the problem, you cause the same sort of issues by simply instancing a class and passing it about as a global variable.As other's have mentioned a queue is a possibility, or when you invoke a task on a service in your Singleton have it instance a TaskRequest object passing in the method and the call back delegate, that way requests can't trample on each other. In fact it would be a good idea to do that with a queue anyway."
9088381	b"I've searched and searched and can't seem to find any info in regards to this...We have a facebook page (facebook.com/companyname). We also have an app on facebook (apps.facebook.com/companyname). I can create a NEW community page from the app, but i cant link it to the existing page. How come? Is there any way to do so?There's plenty of similiar questions and no one has had an answer yet.Thanks for the help!"
9088391	b"I have a long string in php consisting of different paragraphs each of which with different sentences (it is pretty much a small document). I want to split the whole thing into words by removing any symbols/characters that are not relevant. For example remove commas, spaces, new lines, full stops, exclamation marks and anything that might be irrelevant so as to end up with only words.Is there an easy way of doing this in one go, for example by using a regular expression and the preg_split function or do I have to use the explode function a number of times: eg first get all the sentences (by removing '.', '!' etc). Then get words by removing ',' and spaces etc etc.I would not like to use the explode function on all the possible characters that are irrelevant since it is time consuming and I may accidentally omit some of all those possible characters.I would like to find a more automatic way. I think a well define regular expression might do the work but again I will need to specify all the possible characters and also I have no idea of how to write regular expressions in php. So what can you suggest to me ?"
9088439	b"You basically have two events when it comes to tapping the screen: touchstart and touchend. When a user touches the screen, the first event is captured, when he stops touching the screen, the second event is fired. The touchmove event should be captured to analyse the movement of the finger.I'm not entirely sure what you're trying to say, but I'm assuming you you are capturing those events. What you can do is:Instead of doing something on touchstart do it on touchend. This is more natural anyway, since something should happen after you lift the fingerAfter touchstart see if there is any movement using touchmove. If none and touchend is called, do what you wanted to do for a tap. If there was movement, do whatever you wanted to do for sliding.I hope this helps."
9088476	b'Are you talking about adding a tab for your app (apps.facebook.com/companyname) to your existing page (facebook.com/companyname)? If so, then go to your page (facebook.com/companyname) and in the URL type in "https://www.facebook.com/dialog/pagetab?app_id=[YOUR_APP_ID]&amp;next=[YOUR_APP_CANVAS_URL]"That should automatically direct to a form asking you which \'page\' you would like to add a tab to. Select the page from the drop down list and click ok. That should redirect you to your app canvas url. Navigate back to your company page and see if the tab appears at the bottom of the list on the left hand side. Cheers.'
9088540	b'I am trying to add information to a C# interface, and I am trying to add this information using attributes.Say for example, that I have int parameters everywhere, and some of these int parameters are "row IDs" and some are "column IDs". I\'d like to be able to do this:so that when another programmer uses my DLL and browses to Class1 in Visual Studio,he or she would see this in the "Class1 (from metadata)" window:When I try it, the attributes don\'t appear at all.I know you can do this sort of thing with ///-comments.I know that you can use the System.ComponentModel.DescriptionAttribute class on anything (although descriptions on methods will appear but descriptions on parameters will not appear).Am I doing something totally weird with C# attributes? Inappropriate? Insane?'
9088598	b'Just use preg_replace() and define a regular expression to match on the different characters you wish to replace and provide a replacement character to replace them with.For the characters you wish to search on you can define those in a PHP array as seen in the PHP manual.'
9088646	b'Do you want to remove punctuation characters, etc and then split the words into an array? Or just strip it so there are only letters and spaces? Not exactly sure what you\'re trying to achieve, but the following might help:Either way, it gives you the general idea of using regular expressions to manipulate text as needed. My example has two parts, this way words like "wouldn\'t" aren\'t split into two words like other answers have suggested.'
9088661	b' Am I doing something totally weird with C# attributes?Yes.You are trying to use an attribute to express a business domain fact about the parameter. That\'s not what attributes are for. Attributes are for expressing facts about the programming language mechanism. That is, when you say:That is saying that the class itself is obsolete and that you should no longer use it because the class has been replaced with a different class. Do not use the obsolete attribute to state that the physical world thing that the class represents can no longer be manufactured and sold at a profit.That a particular parameter represents a row identifier is a fact about the business of your method, not about the mechanism of the method. You should put attributes on method parameters that express things like "this parameter has a default value" or "this parameter should be marshalled by value when called via COM interop" or "this parameter is going to be written to before it is read from" -- those are facts about the parameter as a variable in a programming language, rather than facts about how the parameter models some concept in your business process.For more thoughts on how to use attributes to express facts about mechanisms instead of business domains, see my article on the subject and the comments to it:'
